LOCALISATION RELIEF;LOCALISATION WILAYA;LOCALISATION;LATITUDE;LONGITUDE;NOMBRE DE DEMANDES ENREGISTREES;NOMBRE PLACEMEBNT;NOMBRE POSTE ENREGISTRE
HAUTS PLATEAUX;SETIF;TIZI NBECHAR;36.435223;5.3625517;331;73;58
HAUTS PLATEAUX;SETIF;AIN LAGRADJ;36.409668;4.8910241;196;37;18
HAUTS PLATEAUX;SETIF;TACHOUDA;36.266472;5.7405138;164;53;17
HAUTS PLATEAUX;SETIF;BIR EL ARCH;36.101612;5.793201;667;167;74
HAUTS PLATEAUX;SETIF;AIN ARNAT;36.190071;5.3163223;1844;552;285
HAUTS PLATEAUX;SETIF;HAMMAM GUERGOUR;36.322266;5.0548544;616;114;62
HAUTS PLATEAUX;SETIF;SALAH BEY;35.817188;5.3730178;825;231;198
HAUTS PLATEAUX;SETIF;AIN SEBT;36.483391;5.7194524;390;150;206
HAUTS PLATEAUX;SETIF;OULED SIDI AHMED;35.772099;5.6304998;133;74;13
HAUTS PLATEAUX;SETIF;BABOR;36.461403;5.4987564;254;33;5
HAUTS PLATEAUX;SETIF;BOUANDAS;36.510929;5.1119409;403;125;88
HAUTS PLATEAUX;SETIF;HARBIL;36.346046;4.9247074;126;9;6
HAUTS PLATEAUX;SETIF;BOUSSELAM;36.493767;5.0078449;271;89;42
HAUTS PLATEAUX;SETIF;BENI MOUHLI;36.516697;4.9096065;109;23;13
HAUTS PLATEAUX;SETIF;BENI HOCINE;36.251686;5.1119409;425;131;27
HAUTS PLATEAUX;SETIF;EL OUELDJA;36.052086;5.9198389;109;16;22
HAUTS PLATEAUX;SETIF;MEZLOUG;36.083363;5.2475519;492;168;323
HAUTS PLATEAUX;SETIF;MAAOUIA;36.398106;5.6983981;110;18;8
HAUTS PLATEAUX;SETIF;AIN LAHDJAR;35.937279;5.5419497;767;167;80
HAUTS PLATEAUX;SETIF;OULED TEBBEN;35.784584;5.1223607;238;87;3
HAUTS PLATEAUX;SETIF;BENI OUARTILANE;36.442207;4.8525281;182;23;85
HAUTS PLATEAUX;SETIF;BIR HADDADA;36.196903;5.4150872;279;105;106
HAUTS PLATEAUX;SETIF;HAMMA;35.68655;5.3730178;187;27;22
HAUTS PLATEAUX;SETIF;GUELLAL;36.036301;5.3311653;429;133;244
HAUTS PLATEAUX;SETIF;TAYA;35.959335;5.9665303;189;21;7
HAUTS PLATEAUX;SETIF;AIN OULMANE;35.914749;5.2976289;2120;672;995
HAUTS PLATEAUX;SETIF;DEHAMCHA;36.369205;5.6247668;297;59;3
HAUTS PLATEAUX;SETIF;TALA IFACENE;35.97554;5.7089243;278;93;72
HAUTS PLATEAUX;SETIF;ROSFA;35.779198;5.2475519;265;67;56
HAUTS PLATEAUX;SETIF;BOUGAA;36.3382;5.1119409;1363;256;183
HAUTS PLATEAUX;SETIF;KSAR EL ABTAL;35.987087;5.2162285;577;200;189
HAUTS PLATEAUX;SETIF;MZADA;36.541111;5.0747051;73;20;9
HAUTS PLATEAUX;SETIF;DJEMILA;36.553154;5.1327829;389;94;26
HAUTS PLATEAUX;SETIF;AIT TIZI;36.553154;5.1327829;115;54;41
HAUTS PLATEAUX;SETIF;AIN ABESSA;36.298065;5.2893434;600;178;8
HAUTS PLATEAUX;SETIF;AIN AZAL;35.818474;5.5133953;1837;406;385
HAUTS PLATEAUX;SETIF;OUED EL BARED;36.497108;5.4253759;92;21;0
HAUTS PLATEAUX;SETIF;AIN ROUA;36.312988;5.1953554;437;132;63
HAUTS PLATEAUX;SETIF;TELLA;35.97554;5.7089243;131;45;6
HAUTS PLATEAUX;SETIF;EL EULMA;36.160301;5.6983981;5062;1694;2072
HAUTS PLATEAUX;SOUK AHRAS;QUILLEN;36.22781;8.0652924;188;63;65
HAUTS PLATEAUX;SOUK AHRAS;OUED KEBERIT;35.92466;7.9170713;257;15;71
HAUTS PLATEAUX;SOUK AHRAS;MERAHNA;36.196682;8.1502438;518;46;45
HAUTS PLATEAUX;SOUK AHRAS;TAOURA;36.163448;8.0437908;759;70;96
HAUTS PLATEAUX;SOUK AHRAS;OULED MOUMEN;36.383446;8.3307467;138;27;65
HAUTS PLATEAUX;SOUK AHRAS;AIN ZANA;36.401188;8.1912279;221;11;17
HAUTS PLATEAUX;SOUK AHRAS;KHEDARA;36.284473;8.3225327;172;29;7
HAUTS PLATEAUX;SOUK AHRAS;SIDI FREDJ;36.153713;8.1952753;227;58;75
HAUTS PLATEAUX;SOUK AHRAS;SAFEL EL OUIDEN;35.929676;7.4915643;58;6;
HAUTS PLATEAUX;SOUK AHRAS;ZOUABI;35.959682;8.1378126;73;29;12
HAUTS PLATEAUX;SOUK AHRAS;SOUK-AHRAS;36.269588;7.94839;5771;568;951
HAUTS PLATEAUX;SOUK AHRAS;MDAOUROUCHE;36.075676;7.8204789;1368;258;328
HAUTS PLATEAUX;SOUK AHRAS;SEDRATA;36.130856;7.5325661;1619;248;435
HAUTS PLATEAUX;SOUK AHRAS;MECHROHA;36.356503;7.8354354;753;116;262
HAUTS PLATEAUX;SOUK AHRAS;AIN SOLTANE;36.1786;7.3692131;45;16;
HAUTS PLATEAUX;SOUK AHRAS;KHEMISSA;36.194569;7.6520982;86;20;15
HAUTS PLATEAUX;SOUK AHRAS;ZAAROURIA;36.228619;7.956562;218;25;17
HAUTS PLATEAUX;SOUK AHRAS;RAGGOUBA;36.233612;8.0594444;137;44;41
HAUTS PLATEAUX;SOUK AHRAS;HANANCHA;36.261303;7.787858;253;37;43
HAUTS PLATEAUX;SOUK AHRAS;OUM EL ADHAIM;36.030209;7.6032891;356;26;32
HAUTS PLATEAUX;SOUK AHRAS;HADDADA;36.229847;8.3334846;227;37;71
HAUTS PLATEAUX;SOUK AHRAS;OULED DRISS;36.356735;8.0253658;225;23;5
HAUTS PLATEAUX;SOUK AHRAS;BIR BOU HAOUCH;36.014034;7.4300232;299;45;22
HAUTS PLATEAUX;SOUK AHRAS;TERRAGUELT;35.884392;7.597868;145;29;52
HAUTS PLATEAUX;SOUK AHRAS;DREA;36.12162;7.8816843;253;24;42
HAUTS PLATEAUX;SOUK AHRAS;TIFFECH;36.191193;7.787858;174;37;26
HAUTS PLATEAUX;TEBESSA;SAFSAF EL OUESRA;34.956585;8.2076283;383;54;99
HAUTS PLATEAUX;TEBESSA;EL KOUIF;35.499825;8.3225327;864;97;17
HAUTS PLATEAUX;TEBESSA;BOUKHADRA;35.747635;8.0328817;450;53;47
HAUTS PLATEAUX;TEBESSA;FERKANE;34.557659;7.4083958;170;14;17
HAUTS PLATEAUX;TEBESSA;BOULHAF DYR;35.4226;8.5116997;367;179;277
HAUTS PLATEAUX;TEBESSA;BIR EL ATER;34.761089;8.0574303;3568;225;285
HAUTS PLATEAUX;TEBESSA;HAMMAMET;35.451286;7.9538379;666;117;16
HAUTS PLATEAUX;TEBESSA;CHERIA;35.268482;7.7471027;2627;328;392
HAUTS PLATEAUX;TEBESSA;EL MERIDJ;35.793949;8.2295008;860;39;42
HAUTS PLATEAUX;TEBESSA;EL MAZERAA;34.968102;8.3220997;202;6;
HAUTS PLATEAUX;TEBESSA;THLIDJENE;35.11702;7.766119;359;74;61
HAUTS PLATEAUX;TEBESSA;NEGRINE;34.482014;7.5193095;311;15;40
HAUTS PLATEAUX;TEBESSA;TEBESSA;35.414249;8.1010923;8473;1373;1762
HAUTS PLATEAUX;TEBESSA;GOURIGUEUR;35.423527;7.5932331;153;5;4
HAUTS PLATEAUX;TEBESSA;BIR MOKADEM;35.370823;7.8096037;444;49;25
HAUTS PLATEAUX;TEBESSA;EL MA LABIOD;35.205185;8.1693668;1085;65;128
HAUTS PLATEAUX;TEBESSA;STAH GUENTIS;34.99519;7.3015909;407;115;172
HAUTS PLATEAUX;TEBESSA;BEDJENE;35.349773;7.4746518;124;11;4
HAUTS PLATEAUX;TEBESSA;EL HOUIDJBET;35.291748;8.2801065;180;4;3
HAUTS PLATEAUX;TEBESSA;EL OGLA;35.183334;7.4666672;542;65;26
HAUTS PLATEAUX;TEBESSA;EL OUENZA;35.948997;8.1393175;2681;254;354
HAUTS PLATEAUX;TEBESSA;EL OGLA EL MALHA;35.185017;7.4664092;317;126;102
HAUTS PLATEAUX;TEBESSA;EL AOUINET;35.865807;7.8857665;1151;117;117
HAUTS PLATEAUX;TEBESSA;AIN ZERGA;35.633331;8.2666674;923;41;47
HAUTS PLATEAUX;TEBESSA;BIR DHEHEB;35.460701;8.3771;246;27;4
HAUTS PLATEAUX;TEBESSA;BEKKARIA;35.366669;8.25;360;26;106
HAUTS PLATEAUX;TEBESSA;OUM ALI;35.010445;8.3006325;228;12;10
HAUTS PLATEAUX;TEBESSA;MORSOT;35.66769;8.0110674;647;81;34
HAUTS PLATEAUX;TIARET;SERGHINE;35.258141;2.4826727;216;6;5
HAUTS PLATEAUX;TIARET;OUED LILLI;35.512016;1.2706219;292;47;30
HAUTS PLATEAUX;TIARET;MACHRAA SFA;35.255699;1.4941;283;34;23
HAUTS PLATEAUX;TIARET;TIARET;35.367355;1.3220322;9368;1456;2243
HAUTS PLATEAUX;TIARET;MEDRISSA;34.891945;1.2433848;297;18;10
HAUTS PLATEAUX;TIARET;SIDI BAKHTI;35.112;1.4172;92;8;2
HAUTS PLATEAUX;TIARET;AIN BOUCHEKIF;35.356388;1.5136009;348;51;48
HAUTS PLATEAUX;TIARET;FAIDJA;34.851002;2.0955999;227;36;139
HAUTS PLATEAUX;TIARET;HAMADIA;35.460979;1.8733017;467;73;89
HAUTS PLATEAUX;TIARET;MEGHILA;35.363243;1.3270326;65;9;5
HAUTS PLATEAUX;TIARET;DAHMOUNI;35.415714;1.4759356;562;82;36
HAUTS PLATEAUX;TIARET;MADNA;34.623001;1.4227;59;6;7
HAUTS PLATEAUX;TIARET;AIN ZARIT;35.353035;1.6651379;225;8;9
HAUTS PLATEAUX;TIARET;SEBT;35.745682;1.2304602;28;;1
HAUTS PLATEAUX;TIARET;DJILLALI BEN AMAR;35.444386;0.85143012;68;13;20
HAUTS PLATEAUX;TIARET;KSAR CHELLALA;35.22023;2.3172324;2311;202;215
HAUTS PLATEAUX;TIARET;MAHDIA;35.427086;1.7587496;1768;133;160
HAUTS PLATEAUX;TIARET;SOUGUEUR;35.178162;1.4966619;3702;272;196
HAUTS PLATEAUX;TIARET;TOUSNINA;35.113316;1.2758641;253;15;19
HAUTS PLATEAUX;TIARET;ZMALET EMIR ABDELKADER;34.912121;2.3172324;410;16;23
HAUTS PLATEAUX;TIARET;AIN KERMES;34.923851;1.0777723;641;52;127
HAUTS PLATEAUX;TIARET;SIDI HOSNI;35.47142;1.5184418;176;15;1
HAUTS PLATEAUX;TIARET;MELLAKOU;35.24979;1.2337661;351;87;54
HAUTS PLATEAUX;TIARET;SIDI ALI MELLAL;35.563736;1.2253693;111;9;5
HAUTS PLATEAUX;TIARET;AIN DEHEB;34.847126;1.5450766;619;42;40
HAUTS PLATEAUX;TIARET;NADORAH;35.159199;2.3290999;163;3;1
HAUTS PLATEAUX;TIARET;AIN EL HADID;35.060421;0.87943113;446;14;8
HAUTS PLATEAUX;TIARET;NAIMA;35.09177;1.4785205;225;41;66
HAUTS PLATEAUX;TIARET;FRENDA;35.061787;1.0538253;2211;145;156
HAUTS PLATEAUX;TIARET;DJEBILET ROSFA;34.863697;0.83535308;68;12;8
HAUTS PLATEAUX;TIARET;RECHAIGA;35.410126;1.9710284;290;79;169
HAUTS PLATEAUX;TIARET;TAGDEMT;35.335609;1.2283566;92;9;5
HAUTS PLATEAUX;TIARET;GUERTOUFA;35.392208;1.2578169;171;27;1
HAUTS PLATEAUX;TIARET;SIDI  ABDELGHANI;35.098598;2.0792;228;13;1
HAUTS PLATEAUX;TIARET;RAHOUIA;35.531368;1.0227145;532;49;56
HAUTS PLATEAUX;TIARET;CHEHAIMA;34.898201;1.3047556;91;4;1
HAUTS PLATEAUX;TIARET;SEBAINE;35.458023;1.6020337;254;15;9
HAUTS PLATEAUX;TIARET;TIDDA;35.582417;1.266238;68;1;1
HAUTS PLATEAUX;TIARET;SIDI ABDERRAHMANE;34.799206;1.1329035;179;21;19
HAUTS PLATEAUX;TIARET;MEDROUSSA;35.173153;1.2049233;504;41;25
HAUTS PLATEAUX;TIARET;BOUGARA;34.799206;1.961246;162;9;3
HAUTS PLATEAUX;TIARET;TAKHMARET;35.105698;0.6844213;543;33;71
HAUTS PLATEAUX;TISSEMSILT;BORDJ BOUNAAMA;35.852623;1.615375;660;157;207
HAUTS PLATEAUX;TISSEMSILT;SIDI LANTRI;35.696178;1.5064654;157;41;12
HAUTS PLATEAUX;TISSEMSILT;BORDJ EL EMIR ABDELKADER;35.864059;2.2605774;223;79;82
HAUTS PLATEAUX;TISSEMSILT;LARBAA;35.7855;1.9144;52;9;2
HAUTS PLATEAUX;TISSEMSILT;KHEMISTI;35.667435;1.961246;665;157;49
HAUTS PLATEAUX;TISSEMSILT;TAMALAHT;35.6852;2.0627;179;54;36
HAUTS PLATEAUX;TISSEMSILT;LAYOUNE;35.688721;1.9954938;597;231;217
HAUTS PLATEAUX;TISSEMSILT;LARDJEM;35.747185;1.5450766;753;115;30
HAUTS PLATEAUX;TISSEMSILT;SIDI BOUTOUCHENT;35.825222;1.9484098;113;36;39
HAUTS PLATEAUX;TISSEMSILT;MAACEM;35.659187;1.5520259;116;38;5
HAUTS PLATEAUX;TISSEMSILT;BENI LAHCENE;35.814812;1.6894332;113;45;4
HAUTS PLATEAUX;TISSEMSILT;TISSEMSILT;35.601517;1.8074586;5182;1374;2484
HAUTS PLATEAUX;TISSEMSILT;SIDI ABED;35.742268;1.7076637;216;43;1
HAUTS PLATEAUX;TISSEMSILT;BENI CHAIB;35.691898;2.2385001;65;13;46
HAUTS PLATEAUX;TISSEMSILT;AMMARI;35.57259;1.7343807;347;97;35
HAUTS PLATEAUX;TISSEMSILT;SIDI SLIMANE;35.862663;1.6784986;295;191;255
HAUTS PLATEAUX;TISSEMSILT;BOUCAID;35.89077;1.615375;203;37;10
HAUTS PLATEAUX;TISSEMSILT;LAZHARIA;35.935043;1.5620347;128;22;9
HAUTS PLATEAUX;TISSEMSILT;MELAAB;35.712826;1.3360772;64;9;5
HAUTS PLATEAUX;TISSEMSILT;YOUSSOUFIA;35.94775;2.1125019;78;20;15
HAUTS PLATEAUX;TISSEMSILT;OULED BESSEM;35.683334;1.866667;444;183;21
HAUTS PLATEAUX;TISSEMSILT;THENIET EL HAD;35.876705;2.0077317;1419;390;401
SUD;ADRAR;TIMIMOUN;29.260921;0.2385387;2973;715;928
SUD;ADRAR;AOUGROUT;28.75;0.25;806;111;384
SUD;ADRAR;TIT;26.936237;1.4869856;68;8;1
SUD;ADRAR;SEBAA;28.211617;-0.1729106;131;19;1
SUD;ADRAR;TALMINE;29.1917;;291;26;3
SUD;ADRAR;REGGANE;25.275963;-1.5208623;930;129;839
SUD;ADRAR;AKABILI;26.701895;1.3613923;153;12;0
SUD;ADRAR;ADRAR;27.971634;-0.18696439;4508;730;1911
SUD;ADRAR;OULED AHMED TIMI;27.851517;-0.2807577;676;101;3
SUD;ADRAR;OULED SAID;29.420609;0.2455769;578;141;
SUD;ADRAR;TAMENTIT;27.766401;-0.26669899;424;46;7
SUD;ADRAR;TIMIAOUINE;20.894806;1.6760691;106;30;116
SUD;ADRAR;AOULEF;26.975294;1.0729818;599;79;474
SUD;ADRAR;ZAOUIET KOUNTA;27.226313;-0.2010233;835;93;264
SUD;ADRAR;SALI;27.03635;-0.0877444;625;106;117
SUD;ADRAR;KSAR KADDOUR;29.582739;0.3724815;510;248;170
SUD;ADRAR;DELDOUL;28.694201;0.42300001;300;45;
SUD;ADRAR;TIMOKTEN;27.022593;1.0442502;557;112;12
SUD;ADRAR;FENOUGHIL;27.649019;-0.30427781;608;83;0
SUD;ADRAR;INZEGMIR;27.098499;;798;63;115
SUD;ADRAR;BOUDA;27.95542;-0.42463151;403;60;8
SUD;ADRAR;TAMEST;27.45389;-0.26027781;277;28;1
SUD;ADRAR;METARFA;28.597229;-0.1448182;354;40;36
SUD;ADRAR;CHAROUINE;29.019556;-0.259657;408;45;0
SUD;ADRAR;OULED AISSA;29.423708;-8.8694803E-2;323;27;2
SUD;ADRAR;TINERKOUK;29.711748;0.7105267;1715;826;1926
SUD;ADRAR;BORDJ BADJI MOKHTAR;23.760643;-0.9056623;704;161;414
SUD;ADRAR;TSABIT;28.350403;-0.2186041;588;87;12
SUD;BECHAR;OULED KHOUDIR;29.255501;-1.0598108;166;4;4
SUD;BECHAR;BENI IKHLEF;29.580219;-1.604054;103;8;2
SUD;BECHAR;MOUGHEUL;32.023247;-2.2175179;18;1;9
SUD;BECHAR;BECHAR;31.61825;-2.214323;7906;526;1018
SUD;BECHAR;BOUKAIS;31.923019;-2.462651;41;1;0
SUD;BECHAR;EL OUATA;29.851585;-1.8269573;263;9;15
SUD;BECHAR;TIMMOUDI;29.318851;-1.1269073;101;12;6
SUD;BECHAR;MECHRAA HOUARI BOUMEDIENE;30.932247;-2.7375455;124;9;1
SUD;BECHAR;BENI ABBES;30.132469;-2.1671288;571;42;47
SUD;BECHAR;KENADSA;31.556946;-2.4233418;314;26;3
SUD;BECHAR;TAMERT;29.916668;-1.9;56;1;1
SUD;BECHAR;KERZAZ;29.462425;-1.4386365;236;21;90
SUD;BECHAR;ABADLA;31.010229;-2.7431421;752;85;139
SUD;BECHAR;LAHMAR;31.933016;-2.2581158;56;5;0
SUD;BECHAR;IGLI;30.452471;-2.2907524;184;19;7
SUD;BECHAR;KSABI;29.100662;-0.97250849;137;8;10
SUD;BECHAR;TABELBALA;29.40554;-3.2557385;528;40;54
SUD;BECHAR;MERIDJA;31.551741;-2.9450679;16;;0
SUD;BECHAR;TAGHIT;30.940866;-2.0210724;346;18;69
SUD;BECHAR;ERG FERRADJ;31.035402;-2.79197;241;12;1
SUD;BECHAR;BENI OUNIF;32.049244;-1.2457898;816;259;289
SUD;BISKRA;AIN NAGA;34.661118;6.1951318;307;17;39
SUD;BISKRA;OUMACHE;34.593636;5.7721205;725;172;646
SUD;BISKRA;EL KANTARA;35.192364;5.6668305;643;126;97
SUD;BISKRA;M_CHOUNECHE;34.933701;6.0255737;201;16;12
SUD;BISKRA;EL HADJEB;34.798904;5.6247668;253;89;131
SUD;BISKRA;DJEMORAH;35.102684;5.7089243;554;148;91
SUD;BISKRA;BESBES;34.141567;4.9766541;126;13;7
SUD;BISKRA;EL OUTAYA;34.976814;5.5827336;682;187;297
SUD;BISKRA;OULED DJELLAL;34.446682;5.1015224;2532;416;509
SUD;BISKRA;SIDI KHALED;34.386269;4.9558697;1321;224;193
SUD;BISKRA;FOUGHALA;34.758396;5.2997961;155;23;24
SUD;BISKRA;M_ZIRAA;34.832897;6.2800865;41;2;2
SUD;BISKRA;EL HAOUCH;34.581398;6.0255737;138;9;2
SUD;BISKRA;RAS EL MIAAD;33.97673;4.6450348;195;59;63
SUD;BISKRA;KHANGAT SIDI NADJI;34.82172;6.6958938;100;8;1
SUD;BISKRA;CHETMA;34.874989;5.8775964;530;92;17
SUD;BISKRA;BISKRA;34.837036;5.7510476;11190;2396;2929
SUD;BISKRA;TOLGA;34.729179;5.3802133;1632;356;662
SUD;BISKRA;ECH CHAIBA;34.679417;4.8105955;234;44;23
SUD;BISKRA;MLILI;34.578434;5.6247668;386;63;24
SUD;BISKRA;LICHANA;34.752872;5.4253759;226;58;24
SUD;BISKRA;DOUCEN;34.62347;5.1015224;204;21;30
SUD;BISKRA;EL GHROUS;34.705818;5.2843928;148;14;38
SUD;BISKRA;ZERIBET EL OUED;34.687817;6.5038786;775;186;306
SUD;BISKRA;BOUCHAGROUN;34.720829;5.4665823;243;36;36
SUD;BISKRA;MEKHADMA;34.553394;5.446332;120;18;5
SUD;BISKRA;OUGHLAL;34.538109;5.54073;417;57;36
SUD;BISKRA;EL FEIDH;34.4669;6.535645;266;46;13
SUD;BISKRA;SIDI OKBA;34.784927;5.9198389;1287;219;126
SUD;BISKRA;AIN ZAATOUT;35.184372;5.8353839;127;24;3
SUD;BISKRA;BRANIS;34.966969;5.793201;235;68;305
SUD;BISKRA;LIOUA;34.63681;5.3961325;197;21;13
SUD;BISKRA;BORDJ BEN AZZOUZ;34.706284;5.3573194;151;12;8
SUD;EL OUED;EL OGLA;33.246078;6.9437265;327;84;4
SUD;EL OUED;TAGHZOUT;33.470535;6.7975922;348;126;84
SUD;EL OUED;BENI GUECHA;34.032707;7.1790261;176;10;6
SUD;EL OUED;BAYADHA;33.320934;6.8930416;1139;443;171
SUD;EL OUED;EL MGHAIR;33.932732;5.9304037;2056;219;235
SUD;EL OUED;OUED EL ALENDA;33.238316;6.7547522;237;84;82
SUD;EL OUED;OURMES;33.414154;6.7828627;116;33;32
SUD;EL OUED;TENDLA;33.5448;6.4737;312;20;9
SUD;EL OUED;HAMRAIA;34.110878;6.2303867;146;39;71
SUD;EL OUED;SIDI AOUN;33.545174;6.906723;449;100;36
SUD;EL OUED;OUM TIOUR;34.151089;5.8327465;464;84;68
SUD;EL OUED;MAGRANE;33.561508;6.9308491;528;165;150
SUD;EL OUED;SIDI KHELLIL;33.838146;5.9607892;186;7;
SUD;EL OUED;TRIFAOU;33.419655;6.9356742;315;138;88
SUD;EL OUED;NAKHLA;33.280632;6.950438;341;80;15
SUD;EL OUED;TALEB LARBI;33.709122;7.3948822;524;38;8
SUD;EL OUED;EL OUED;33.371338;6.8479681;5890;2155;3438
SUD;EL OUED;MIH OUENSA;33.197502;6.7079287;356;75;23
SUD;EL OUED;MRARA;33.470314;5.6628857;323;32;12
SUD;EL OUED;KOUININE;33.401814;6.8297405;458;191;279
SUD;EL OUED;DOUAR EL MA;32.667858;7.6114216;691;47;317
SUD;EL OUED;SIDI AMRANE;33.499649;6.012464;731;95;86
SUD;EL OUED;DJAMAA;33.538357;5.9863586;1912;224;250
SUD;EL OUED;DEBILA;33.514809;6.9525328;1169;238;130
SUD;EL OUED;HASSI KHELIFA;33.560127;6.9907198;1003;303;264
SUD;EL OUED;STILL;34.328426;5.7721205;275;45;59
SUD;EL OUED;GUEMAR;33.509277;6.802949;1532;486;347
SUD;EL OUED;ROBBAH;33.285969;6.9048147;607;151;8
SUD;EL OUED;HASSANI ABDELKRIM;33.47636;6.8940845;764;204;88
SUD;EL OUED;REGUIBA;33.47636;6.8940845;523;153;148
SUD;GHARDAIA;ZELFANA;32.41016;4.2230835;1107;55;135
SUD;GHARDAIA;GOLEA;30.599588;2.8876436;4119;370;876
SUD;GHARDAIA;BOUNOURA;32.463326;3.6015208;477;133;164
SUD;GHARDAIA;HASSI LEFHAL;30.55715;2.9109712;141;17;44
SUD;GHARDAIA;DHAYET BENDAHOUA;32.542152;3.6116495;387;73;41
SUD;GHARDAIA;EL GUERRARA;32.790054;4.4922214;1932;329;274
SUD;GHARDAIA;HASSI EL GARAA;30.55715;2.9109712;1346;145;6
SUD;GHARDAIA;GHARDAIA;32.490223;3.6738412;5655;1424;2040
SUD;GHARDAIA;EL ATTEUF;32.47665;3.7471211;174;34;33
SUD;GHARDAIA;SEBSEB;32.166603;3.5838003;149;33;3
SUD;GHARDAIA;EL MANSOURA;31.980215;3.7511268;138;22;45
SUD;GHARDAIA;BERRIANE;32.833767;3.7718098;1295;397;535
SUD;GHARDAIA;METLILI;32.290825;3.5989888;2036;244;402
SUD;ILLIZI;IN AMENAS;28.046152;9.578475;1880;434;714
SUD;ILLIZI;DJANET;24.554569;9.4811602;654;166;554
SUD;ILLIZI;DEBDEB;29.967215;9.4223461;64;8;159
SUD;ILLIZI;BORDJ OMAR DRISS;28.115696;6.7547522;1164;507;840
SUD;ILLIZI;ILLIZI;26.509434;8.4732714;2154;386;1181
SUD;ILLIZI;BORDJ EL HAOUES;24.884993;8.4348726;19;4;91
SUD;LAGHOUAT;GUELTAT SIDI SAAD;34.296284;1.9416877;837;28;7
SUD;LAGHOUAT;HASSI DHELAA;33.418621;3.548378;667;95;4
SUD;LAGHOUAT;SEBGAG;33.901199;2.3676;134;7;5
SUD;LAGHOUAT;TADJEMOUT;33.879696;2.523921;400;29;8
SUD;LAGHOUAT;AIN MADHI;33.794659;2.2999821;331;13;10
SUD;LAGHOUAT;KHENEG;33.745396;2.7954106;379;26;0
SUD;LAGHOUAT;LAGHOUAT;33.797256;2.8694065;8021;1084;2339
SUD;LAGHOUAT;BEIDHA;34.344601;2.6147001;309;25;37
SUD;LAGHOUAT;AFLOU;34.107487;2.1008487;2585;175;394
SUD;LAGHOUAT;SIDI MAKHLOUF;34.127625;3.014781;240;37;2
SUD;LAGHOUAT;MEKHAREG;33.533001;3.0999999;371;16;47
SUD;LAGHOUAT;AIN SIDI ALI;34.166668;1.55;153;10;2
SUD;LAGHOUAT;TAOUILA;33.868958;1.8635409;50;3;0
SUD;LAGHOUAT;BRIDA;33.950073;1.7502311;150;12;4
SUD;LAGHOUAT;OUED MORRA;34.166668;2.3166668;80;1;0
SUD;LAGHOUAT;EL ASSAFIA;33.824558;2.990057;152;4;1
SUD;LAGHOUAT;EL HAOUAITA;33.646488;2.4529977;43;6;3
SUD;LAGHOUAT;OUED MZI;33.942314;2.9835877;84;2;209
SUD;LAGHOUAT;KSAR EL HIRANE;33.784767;3.1328011;755;31;160
SUD;LAGHOUAT;SIDI BOUZID;34.342999;2.263468;123;2;1
SUD;LAGHOUAT;HASSI RMEL;32.93499;3.2684214;2805;517;1375
SUD;LAGHOUAT;EL GHICHA;33.929939;2.1437967;184;4;0
SUD;LAGHOUAT;HADJ MECHRI;33.95713;1.5992068;100;5;4
SUD;LAGHOUAT;TADJROUNA;33.503632;2.101217;75;1;0
SUD;OUARGLA;EL ALLIA;32.699966;5.4227567;587;3;
SUD;OUARGLA;SIDI KHOUILED;31.976925;5.4175191;1065;87;848
SUD;OUARGLA;HASSI MESSAOUD;30.416773;5.3939552;3939;15;1569
SUD;OUARGLA;NEZLA;33.089382;6.0619707;1589;150;20
SUD;OUARGLA;TAMACINE;33.014568;6.0212107;991;97;580
SUD;OUARGLA;HASSI BEN ABDELLAH;32.025631;5.4691362;179;12;0
SUD;OUARGLA;NGOUSSA;32.139988;5.3128643;861;191;414
SUD;OUARGLA;TEBESBEST;33.116161;6.0838065;978;105;279
SUD;OUARGLA;MNAGUER;33.132656;6.3413672;287;9;
SUD;OUARGLA;EL HADJIRA;32.614296;5.514493;733;6;462
SUD;OUARGLA;TOUGGOURT;33.099609;6.0785103;1985;256;1336
SUD;OUARGLA;SIDI SLIMANE;33.290661;6.0930762;264;47;2
SUD;OUARGLA;OUARGLA;32.167782;4.9766541;7674;77;1704
SUD;OUARGLA;BENACEUR;33.109222;6.4450159;236;4;
SUD;OUARGLA;BALIDAT AMEUR;32.944725;5.9753265;469;29;4
SUD;OUARGLA;AIN BEIDA;31.945267;5.3952641;765;32;
SUD;OUARGLA;MEGARINE;33.19685;6.0961461;682;120;518
SUD;OUARGLA;ROUISSAT;31.931711;5.3468561;3114;14;719
SUD;OUARGLA;ZAOUIA EL ABIDIA;33.138573;6.0838065;599;100;18
SUD;OUARGLA;TAIBET;33.086346;6.3997502;815;21;533
SUD;TAMANRASSET;ABALESSA;22.187777;4.0695453;611;42;12
SUD;TAMANRASSET;IDLES;23.817398;5.9343662;90;10;35
SUD;TAMANRASSET;IN GUEZZAM;19.570854;5.7693849;393;144;153
SUD;TAMANRASSET;FOUGGARAT EZ ZOUAIA;27.35923;2.8452439;252;43;
SUD;TAMANRASSET;TIN ZAOUATINE;20.678492;3.4195528;188;45;44
SUD;TAMANRASSET;IN AMGUEL;24.485729;3.4195528;141;49;97
SUD;TAMANRASSET;IN SALAH;27.192778;2.4851463;2830;542;746
SUD;TAMANRASSET;TAMANRASSET;22.78882;5.5258107;4473;686;1103
